level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	824	862	-1	
2	1	1	0	0	0	13	7	793	847	-1	
3	1	1	1	0	0	14	7	792	847	-1	
4	1	1	1	1	0	14	7	754	19	-1	
5	1	1	1	1	1	14	7	143	15	95.569450	Miscellaneous
5	1	1	1	1	2	164	7	50	15	96.880585	Stats
5	1	1	1	1	3	220	9	83	13	96.415833	2025-2026
5	1	1	1	1	4	310	9	58	17	96.897270	Bayern
5	1	1	1	1	5	374	9	65	13	96.267700	Munich:
5	1	1	1	1	6	446	9	93	17	92.998268	Bundesliga
5	1	1	1	1	7	570	12	54	13	43.243004	Glossary
5	1	1	1	1	8	650	12	41	13	23.462944	Toggle
5	1	1	1	1	9	696	12	36	10	92.500443	Per90
5	1	1	1	1	10	737	12	31	10	96.767639	Stats
4	1	1	1	2	0	15	36	791	22	-1	
5	1	1	1	2	1	15	36	791	22	36.096031	po
5	1	1	1	2	2	688	32	121	38	60.612194	df
4	1	1	1	3	0	15	59	791	22	-1	
5	1	1	1	3	1	11	45	51	47	39.648636	(aver
5	1	1	1	3	2	105	45	75	47	33.478607	Nation
5	1	1	1	3	3	191	45	28	47	30.835381	Pan
5	1	1	1	3	4	226	45	9	47	45.368427	|
5	1	1	1	3	5	242	45	24	47	38.887768	Ae
5	1	1	1	3	6	273	45	36	47	25.280823	(505
5	1	1	1	3	7	320	45	20	47	0.000000	rd
5	1	1	1	3	8	355	45	25	47	52.292534	GR
5	1	1	1	3	9	390	45	37	47	0.000000	2CRIV
5	1	1	1	3	10	433	45	21	47	42.118660	Fe
5	1	1	1	3	11	465	45	24	47	47.522503	Fd
5	1	1	1	3	12	496	45	21	47	46.822544	of
5	1	1	1	3	13	531	45	17	47	35.890007	rx
5	1	1	1	3	14	559	45	20	47	35.890007	Tot
5	1	1	1	3	15	586	45	25	47	35.823547	TH
5	1	1	1	3	16	629	45	40	47	58.797455	Pon
5	1	1	1	3	17	676	45	48	47	41.112221	Pron
5	1	1	1	3	18	747	45	63	47	35.786217	[Matcha
4	1	1	1	4	0	19	86	778	13	-1	
5	1	1	1	4	1	19	89	20	8	53.600941	wis
5	1	1	1	4	2	44	88	23	9	53.025406	Diaz
5	1	1	1	4	3	134	86	46	13	0.000000	HEECOL
5	1	1	1	4	4	201	89	15	8	45.032440	MF
5	1	1	1	4	5	233	89	39	8	47.808174	295121
5	1	1	1	4	6	283	89	24	8	39.425922	26.2|
5	1	1	1	4	7	338	89	6	8	82.538887	7
5	1	1	1	4	8	375	89	5	8	89.468750	1
5	1	1	1	4	9	419	89	5	8	90.881119	1
5	1	1	1	4	10	443	89	13	8	93.506859	35
5	1	1	1	4	11	474	89	13	8	95.694069	38
5	1	1	1	4	12	505	89	13	8	93.561897	22
5	1	1	1	4	13	535	89	14	8	91.363693	42
5	1	1	1	4	14	567	89	13	8	82.799805	17
5	1	1	1	4	15	606	89	12	8	77.666435	13
5	1	1	1	4	16	738	89	6	8	59.820976	0
5	1	1	1	4	17	753	88	44	9	94.957603	Matches
4	1	1	1	5	0	13	104	784	25	-1	
5	1	1	1	5	1	13	104	35	25	81.795372	|Harry
5	1	1	1	5	2	54	104	30	25	84.657059	Kane
5	1	1	1	5	3	135	108	48	14	0.000000	RNG
5	1	1	1	5	4	191	111	35	10	68.188766	FWMF
5	1	1	1	5	5	233	111	39	8	93.414841	32-290
5	1	1	1	5	6	283	111	24	8	86.170265	25.4]
5	1	1	1	5	7	339	111	5	8	82.624146	1
5	1	1	1	5	8	375	111	6	8	71.118500	0
5	1	1	1	5	9	419	111	6	8	45.854614	0
5	1	1	1	5	10	443	111	13	8	90.797913	25
5	1	1	1	5	11	474	111	13	8	94.264534	32
5	1	1	1	5	12	505	111	13	8	93.424561	19
5	1	1	1	5	13	536	111	13	8	78.512787	12
5	1	1	1	5	14	574	111	6	8	79.162270	7
5	1	1	1	5	15	606	111	12	8	89.873138	12
5	1	1	1	5	16	738	111	6	8	36.405205	0|
5	1	1	1	5	17	753	110	44	9	82.402359	Matches
4	1	1	1	6	0	19	131	778	14	-1	
5	1	1	1	6	1	19	134	24	8	46.628223	Leon
5	1	1	1	6	2	49	133	48	9	46.628223	Goretzke
5	1	1	1	6	3	134	131	47	14	25.124481	 MMIGER
5	1	1	1	6	4	201	134	15	8	90.903259	MF
5	1	1	1	6	5	233	134	39	8	81.700172	31.097
5	1	1	1	6	6	283	134	24	8	60.110863	20.7|
5	1	1	1	6	7	338	134	6	8	94.113380	4
5	1	1	1	6	8	375	134	6	8	89.059982	0
5	1	1	1	6	9	419	134	6	8	74.142532	0
5	1	1	1	6	10	443	134	13	8	94.749451	15
5	1	1	1	6	11	474	134	13	8	93.498199	16
5	1	1	1	6	12	512	134	6	8	94.111786	2
5	1	1	1	6	13	543	134	6	8	95.416946	7
5	1	1	1	6	14	567	134	13	8	85.675323	25
5	1	1	1	6	15	606	134	12	8	82.013229	17
5	1	1	1	6	16	738	134	6	8	71.808968	o|
5	1	1	1	6	17	753	133	44	9	92.461899	Matches
4	1	1	1	7	0	19	154	778	14	-1	
5	1	1	1	7	1	19	156	39	9	81.609802	Michael
5	1	1	1	7	2	63	156	26	9	90.272255	Olise
5	1	1	1	7	3	134	154	45	14	0.000000	Bex,
5	1	1	1	7	4	201	157	15	8	53.548706	or
5	1	1	1	7	5	233	157	39	8	75.396278	2153
5	1	1	1	7	6	283	157	24	8	83.666283	25.4]
5	1	1	1	7	7	338	157	6	8	80.585068	8
5	1	1	1	7	8	375	157	6	8	81.044556	0
5	1	1	1	7	9	419	157	6	8	83.862305	0
5	1	1	1	7	10	443	157	13	8	95.238472	32
5	1	1	1	7	11	474	157	13	8	74.197815	58
5	1	1	1	7	12	512	157	6	8	81.327019	7
5	1	1	1	7	13	529	157	20	8	68.078720	188
5	1	1	1	7	14	567	157	13	8	52.868847	18
5	1	1	1	7	15	606	157	11	8	45.889809	1
5	1	1	1	7	16	738	157	6	8	71.808968	o|
5	1	1	1	7	17	753	156	44	9	92.461899	Matches
4	1	1	1	8	0	18	177	779	13	-1	
5	1	1	1	8	1	18	179	37	9	57.052406	Joshua
5	1	1	1	8	2	60	179	46	9	68.423264	Kimmich
5	1	1	1	8	3	134	177	47	13	23.298500	MMBGER
5	1	1	1	8	4	201	180	15	8	93.729546	MF
5	1	1	1	8	5	233	180	39	8	92.748360	31-095
5	1	1	1	8	6	283	180	24	8	60.294361	243]
5	1	1	1	8	7	338	180	6	8	87.498016	4
5	1	1	1	8	8	375	180	6	8	85.736252	0
5	1	1	1	8	9	419	180	6	8	78.647331	0
5	1	1	1	8	10	450	180	6	8	95.291214	7
5	1	1	1	8	11	474	180	12	8	92.515335	21
5	1	1	1	8	12	512	180	6	8	84.805656	0
5	1	1	1	8	13	529	180	20	8	84.805656	122
5	1	1	1	8	14	567	180	13	8	83.512405	22
5	1	1	1	8	15	605	180	13	8	63.912395	26
5	1	1	1	8	16	738	180	6	8	69.844696	o|
5	1	1	1	8	17	753	179	44	9	96.338333	Matches
4	1	1	1	9	0	18	199	779	14	-1	
5	1	1	1	9	1	18	201	49	9	28.333199	Jonathan
5	1	1	1	9	2	72	201	18	9	28.333199	Tah
5	1	1	1	9	3	134	199	47	14	34.982330	 MIGER
5	1	1	1	9	4	201	202	15	8	83.501633	DF
5	1	1	1	9	5	233	202	39	8	88.910919	30-092
5	1	1	1	9	6	283	202	24	8	9.630043	214]
5	1	1	1	9	7	338	202	6	8	92.775848	7
5	1	1	1	9	8	375	202	6	8	93.002678	0
5	1	1	1	9	9	419	202	6	8	88.692947	0
