level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	803	841	-1	
2	1	1	0	0	0	12	10	743	825	-1	
3	1	1	1	0	0	13	10	742	825	-1	
4	1	1	1	1	0	13	10	716	19	-1	
5	1	1	1	1	1	13	10	89	19	96.402657	Shooting
5	1	1	1	1	2	110	12	82	13	96.902847	2025-2026
5	1	1	1	1	3	199	12	86	13	96.249329	Tottenham
5	1	1	1	1	4	292	12	70	17	96.957626	Hotspur:
5	1	1	1	1	5	370	12	64	13	96.775345	Premier
5	1	1	1	1	6	440	12	59	17	91.780594	League
5	1	1	1	1	7	531	15	54	13	33.865959	Glossary
5	1	1	1	1	8	594	6	14	27	23.147903	_—_
5	1	1	1	1	9	611	15	41	13	23.147903	Toggle
5	1	1	1	1	10	657	15	36	10	91.408791	Per90
5	1	1	1	1	11	698	15	31	10	96.797958	Stats
4	1	1	1	2	0	14	40	741	21	-1	
5	1	1	1	2	1	14	40	741	21	36.872044	Po
5	1	1	1	2	2	475	36	57	37	0.000000	tandare
4	1	1	1	3	0	14	62	741	22	-1	
5	1	1	1	3	1	10	47	52	48	61.668716	[Paver
5	1	1	1	3	2	86	47	88	48	1.634689	__Reton
5	1	1	1	3	3	186	47	28	48	59.984135	Pos
5	1	1	1	3	4	226	47	32	48	44.975758	Ave
5	1	1	1	3	5	270	47	32	48	51.078766	90s]
5	1	1	1	3	6	314	47	16	48	46.974998	Gl
5	1	1	1	3	7	342	47	24	48	22.008430	Sh_
5	1	1	1	3	8	370	47	20	48	22.008430	So
5	1	1	1	3	9	402	47	28	48	0.000000	Sof
5	1	1	1	3	10	446	47	36	48	41.724552	Sh/90
5	1	1	1	3	11	490	47	44	48	64.613495	50/90
5	1	1	1	3	12	546	47	28	48	77.005005	G/Sh
5	1	1	1	3	13	586	47	36	48	5.770157	G/SoT
5	1	1	1	3	14	634	47	12	48	59.254345	PH
5	1	1	1	3	15	658	47	40	48	44.087166	PHAR]
5	1	1	1	3	16	706	47	52	48	61.957489	Maths
4	1	1	1	4	0	16	89	730	14	-1	
5	1	1	1	4	1	16	91	31	11	67.577278	[Micky
5	1	1	1	4	2	52	94	18	6	32.878197	van
5	1	1	1	4	3	76	91	12	9	21.334160	de
5	1	1	1	4	4	93	92	19	8	21.334160	Ven
5	1	1	1	4	5	126	89	47	14	20.671036	SESNED
5	1	1	1	4	6	194	92	14	8	79.970673	DF
5	1	1	1	4	7	226	92	38	8	91.520195	25-025
5	1	1	1	4	8	275	92	24	8	57.525597	31.8|
5	1	1	1	4	9	325	92	6	8	95.572670	4
5	1	1	1	4	10	350	92	12	8	84.736801	15
5	1	1	1	4	11	387	92	6	8	84.736801	6
5	1	1	1	4	12	412	92	24	8	76.231758	40.0
5	1	1	1	4	13	459	92	23	8	76.231758	0.87
5	1	1	1	4	14	512	92	23	8	85.451820	0.19
5	1	1	1	4	15	551	92	24	8	92.846680	0.27
5	1	1	1	4	16	597	92	24	8	72.091187	0.67
5	1	1	1	4	17	646	92	6	8	47.293648	0
5	1	1	1	4	18	687	91	59	9	70.824921	0|Matches
4	1	1	1	5	0	16	112	730	14	-1	
5	1	1	1	5	1	12	103	60	30	42.532211	lcuslieimo
5	1	1	1	5	2	77	115	36	8	49.916248	Vicario
5	1	1	1	5	3	126	112	42	14	63.940128	MITA
5	1	1	1	5	4	193	115	15	8	87.331467	ck
5	1	1	1	5	5	226	115	38	8	77.203949	29-219
5	1	1	1	5	6	275	115	24	8	25.779655	310/
5	1	1	1	5	7	325	115	6	8	95.648338	0
5	1	1	1	5	8	356	115	6	8	93.420563	0
5	1	1	1	5	9	387	115	6	8	64.096802	0
5	1	1	1	5	10	459	115	23	8	68.885223	0.00
5	1	1	1	5	11	512	115	23	8	68.885223	0.00
5	1	1	1	5	12	646	115	6	8	47.458931	©
5	1	1	1	5	13	687	115	6	8	47.458931	0|
5	1	1	1	5	14	702	114	44	9	96.442535	Matches
4	1	1	1	6	0	17	135	729	13	-1	
5	1	1	1	6	1	17	137	30	9	94.708702	Pedro
5	1	1	1	6	2	52	138	28	8	91.634964	Porro
5	1	1	1	6	3	126	135	45	13	0.000000	Hiese
5	1	1	1	6	4	194	138	14	8	78.942215	pr
5	1	1	1	6	5	226	138	38	8	85.736778	26-243
5	1	1	1	6	6	275	138	23	8	32.993561	29.1|
5	1	1	1	6	7	326	138	4	8	94.617523	1
5	1	1	1	6	8	349	138	13	8	82.917992	30
5	1	1	1	6	9	387	138	6	8	82.917992	8
5	1	1	1	6	10	413	138	23	8	88.443123	26.7
5	1	1	1	6	11	459	138	23	8	84.076668	1.03
5	1	1	1	6	12	512	138	23	8	84.380257	0.28
5	1	1	1	6	13	551	138	24	8	74.012474	0.03
5	1	1	1	6	14	597	138	24	8	74.012474	0.13
5	1	1	1	6	15	646	138	6	8	74.622185	0
5	1	1	1	6	16	687	137	59	9	26.845367	_0|Matches
4	1	1	1	7	0	12	153	734	25	-1	
5	1	1	1	7	1	12	153	32	25	84.807877	|Died
5	1	1	1	7	2	49	153	41	25	95.456963	Spence
5	1	1	1	7	3	127	157	49	14	26.173294	RENG
5	1	1	1	7	4	185	160	32	10	82.232498	DFMF
5	1	1	1	7	5	226	160	38	8	95.021545	25-278
5	1	1	1	7	6	275	160	24	8	90.874023	216]
5	1	1	1	7	7	325	160	6	8	88.718399	0
5	1	1	1	7	8	350	160	12	8	73.956444	12
5	1	1	1	7	9	387	160	6	8	73.956444	7
5	1	1	1	7	10	413	160	23	8	91.671753	583
5	1	1	1	7	11	459	160	23	8	87.185524	0.56
5	1	1	1	7	12	512	160	23	8	87.185524	0.32
5	1	1	1	7	13	551	160	24	8	91.520447	0.00
5	1	1	1	7	14	597	160	24	8	84.834976	0.00
5	1	1	1	7	15	646	160	6	8	74.153137	0
5	1	1	1	7	16	687	160	6	8	42.985748	0|
5	1	1	1	7	17	702	159	44	9	76.228806	Matches
4	1	1	1	8	0	17	180	729	11	-1	
5	1	1	1	8	1	17	183	41	8	1.135475	Cristian
5	1	1	1	8	2	63	183	42	8	63.540531	Romero
5	1	1	1	8	3	126	180	47	11	63.307877	TELARG
5	1	1	1	8	4	194	183	14	8	79.307587	DF
5	1	1	1	8	5	226	183	38	8	90.791191	28-017
5	1	1	1	8	6	275	183	24	8	31.504654	208]
5	1	1	1	8	7	325	183	6	8	95.181274	4
5	1	1	1	8	8	350	183	12	8	91.264404	17
5	1	1	1	8	9	387	183	6	8	91.264404	6
5	1	1	1	8	10	413	183	23	8	82.597786	35.3
5	1	1	1	8	11	459	183	23	8	89.571693	0.82
5	1	1	1	8	12	512	183	23	8	83.168808	0.29
5	1	1	1	8	13	551	183	24	8	85.354958	0.24
5	1	1	1	8	14	597	183	24	8	58.953316	0.67
5	1	1	1	8	15	646	183	6	8	69.901001	0
5	1	1	1	8	16	687	183	6	8	37.108887	_O|
5	1	1	1	8	17	702	182	44	9	78.882927	Matches
4	1	1	1	9	0	17	203	729	14	-1	
5	1	1	1	9	1	17	205	24	9	0.000000	ogo
5	1	1	1	9	2	46	205	45	9	0.000000	Palhinha
5	1	1	1	9	3	105	194	11	30	40.640175	©
5	1	1	1	9	4	126	203	47	14	6.409744	MPOR
5	1	1	1	9	5	193	206	15	8	78.775665	MF
5	1	1	1	9	6	226	206	38	8	84.918190	30-309
5	1	1	1	9	7	275	206	24	8	22.266922	22.7
5	1	1	1	9	8	325	206	6	8	93.552528	4
5	1	1	1	9	9	349	206	13	8	93.532150	28
5	1	1	1	9	10	387	206	6	8	93.532150	8
5	1	1	1	9	11	413	206	23	8	90.992111	286
5	1	1	1	9	12	459	206	23	8	77.309952	123
5	1	1	1	9	13	512	206	23	8	80.162743	0.35
5	1	1	1	9	14	551	206	24	8	73.981255	0.14
5	1	1	1	9	15	597	206	24	8	82.604416	0.50
5	1	1	1	9	16	646	206	6	8	58.727867	0
5	1	1	1	9	17	687	205	59	9	34.591850	0|Matches
4	1	1	1	10	0	16	227	730	12	-1	
5	1	1	1	10	1	16	228	42	11	15.126427	|Rodrigo
5	1	1	1	10	2	63	229	56	8	83.165802	Bentancur
5	1	1	1	10	3	127	227	49	12	6.256775	SEURU
5	1	1	1	10	4	193	229	15	8	94.797501	MF
5	1	1	1	10	5	226	229	38	8	95.734833	28-323
5	1	1	1	10	6	276	229	23	8	29.139000	19.0]
5	1	1	1	10	7	326	229	4	8	94.160774	1
5	1	1	1	10	8	350	229	12	8	89.828606	13
5	1	1	1	10	9	387	229	6	8	89.828606	3
5	1	1	1	10	10	413	229	23	8	71.058693	23.1
5	1	1	1	10	11	459	229	23	8	79.653885	0.68
5	1	1	1	10	12	512	229	23	8	79.653885	0.16
