level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1111	864	-1	
2	1	1	0	0	0	9	13	1067	843	-1	
3	1	1	1	0	0	11	13	608	19	-1	
4	1	1	1	1	0	11	13	608	19	-1	
5	1	1	1	1	1	11	13	72	19	96.492607	Playing
5	1	1	1	1	2	91	13	47	15	96.492607	Time
5	1	1	1	1	3	145	15	83	13	96.078278	2025-2026
5	1	1	1	1	4	234	15	88	13	96.427444	Barcelona:
5	1	1	1	1	5	329	15	19	13	75.197556	La
5	1	1	1	1	6	355	15	34	17	75.197556	Liga
5	1	1	1	1	7	420	17	54	13	46.030922	Glossary
5	1	1	1	1	8	486	9	12	27	0.000000	—_
5	1	1	1	1	9	501	17	41	13	10.680656	Toggle
5	1	1	1	1	10	547	17	36	10	91.630463	Per90
5	1	1	1	1	11	588	17	31	10	95.663528	Stats
3	1	1	2	0	0	11	42	1065	814	-1	
4	1	1	2	1	0	11	42	1065	22	-1	
5	1	1	2	1	1	7	28	200	47	12.774902	ee
4	1	1	2	2	0	11	65	1065	21	-1	
5	1	1	2	2	1	7	51	53	45	0.000000	[nayer
5	1	1	2	2	2	112	51	83	45	29.632690	Nation
5	1	1	2	2	3	209	51	23	45	42.868088	or
5	1	1	2	2	4	247	51	30	45	46.098862	age
5	1	1	2	2	5	288	51	27	45	41.156273	[HP
5	1	1	2	2	6	322	51	87	45	0.000000	_win_Mn/HP
5	1	1	2	2	7	419	51	31	45	23.980042	Mins
5	1	1	2	2	8	464	51	20	45	31.287773	905
5	1	1	2	2	9	494	51	35	45	25.787987	Str
5	1	1	2	2	10	543	51	49	45	10.150665	H/stor
5	1	1	2	2	11	607	51	42	45	8.628342	compl]
5	1	1	2	2	12	652	51	27	45	57.941685	Subs
5	1	1	2	2	13	689	51	46	45	35.138542	Mn/Sub
5	1	1	2	2	14	745	51	42	45	52.476418	unSub|
5	1	1	2	2	15	794	51	20	45	35.913223	PRA
5	1	1	2	2	16	824	51	23	45	34.279800	ong
5	1	1	2	2	17	858	51	31	45	29.919357	onGA
5	1	1	2	2	18	895	51	24	45	29.919357	+/-
5	1	1	2	2	19	929	51	35	45	19.958992	+/-90
5	1	1	2	2	20	974	51	46	45	28.665527	On-Off]
5	1	1	2	2	21	1027	51	53	45	30.414970	Mathes
4	1	1	2	3	0	15	91	1052	14	-1	
5	1	1	2	3	1	15	94	18	8	89.701988	Pau
5	1	1	2	3	2	38	93	41	9	83.682259	Cubarsi
5	1	1	2	3	3	146	91	45	14	3.096588	Hiese
5	1	1	2	3	4	214	94	14	8	54.263496	pr
5	1	1	2	3	5	246	94	39	8	2.008392	1s1i2|
5	1	1	2	3	6	304	94	12	8	56.805061	31
5	1	1	2	3	7	328	94	31	10	56.805061	2,703
5	1	1	2	3	8	397	94	13	8	47.651524	a7
5	1	1	2	3	9	429	94	24	8	51.135925	63.4
5	1	1	2	3	10	464	94	24	8	46.093296	30.0]
5	1	1	2	3	11	520	94	12	8	74.348419	31
5	1	1	2	3	12	583	94	13	8	29.253998	a7
5	1	1	2	3	13	629	94	51	8	0.000000	250
5	1	1	2	3	14	776	94	6	8	26.671570	5]
5	1	1	2	3	15	793	94	25	8	26.671570	2.52,
5	1	1	2	3	16	836	94	13	8	72.891624	76
5	1	1	2	3	17	876	94	13	8	71.827652	29
5	1	1	2	3	18	899	94	22	8	87.969879	+47
5	1	1	2	3	19	933	94	33	8	0.000000	+156
5	1	1	2	3	20	985	94	29	8	76.882523	-0.45|
5	1	1	2	3	21	1023	93	44	9	94.093498	Matches
4	1	1	2	4	0	15	114	1052	14	-1	
5	1	1	2	4	1	15	117	19	8	76.237877	Erie
5	1	1	2	4	2	39	116	33	9	93.750565	Garcia
5	1	1	2	4	3	146	114	45	14	13.853340	TEese
5	1	1	2	4	4	205	117	32	10	0.000000	prMF
5	1	1	2	4	5	246	117	38	8	27.638153	25-125]
5	1	1	2	4	6	304	117	13	8	87.928108	32
5	1	1	2	4	7	328	117	31	10	80.384659	2,588
5	1	1	2	4	8	397	117	56	8	61.619144	8180.2
5	1	1	2	4	9	464	117	24	8	0.000000	28.8
5	1	1	2	4	10	520	117	13	8	67.244583	30.
5	1	1	2	4	11	583	117	13	8	45.128090	as
5	1	1	2	4	12	629	117	13	8	42.214920	2a]
5	1	1	2	4	13	674	117	62	8	45.114841	229,
5	1	1	2	4	14	776	117	6	8	43.326378	a]
5	1	1	2	4	15	793	117	25	8	43.326378	2568
