level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	773	224	-1	
2	1	1	0	0	0	3	2	751	204	-1	
3	1	1	1	0	0	5	2	749	204	-1	
4	1	1	1	1	0	9	2	736	38	-1	
5	1	1	1	1	1	9	31	32	9	91.277786	Daniel
5	1	1	1	1	2	47	32	46	8	96.841537	Martinez
5	1	1	1	1	3	149	2	29	38	16.298660	a
5	1	1	1	1	4	192	32	14	8	93.919266	DF
5	1	1	1	1	5	219	2	48	38	64.605186	—
5	1	1	1	1	6	281	32	16	8	93.730003	1.0
5	1	1	1	1	7	323	2	11	38	0.000000	-
5	1	1	1	1	8	354	2	11	38	0.000000	-
5	1	1	1	1	9	439	2	1	22	33.365089	:
5	1	1	1	1	10	457	2	29	38	29.115303	ve
5	1	1	1	1	11	510	2	29	38	18.322800	ve
5	1	1	1	1	12	645	2	10	38	0.000000	<
5	1	1	1	1	13	685	32	6	8	7.958824	0|
5	1	1	1	1	14	701	31	44	9	85.084244	Matches
4	1	1	1	2	0	3	72	742	23	-1	
5	1	1	1	2	1	3	72	29	23	50.339275	|iker
5	1	1	1	2	2	37	72	30	23	95.539124	Luque
5	1	1	1	2	3	149	77	20	8	71.883942	ESP
5	1	1	1	2	4	192	77	14	8	71.883942	DF
5	1	1	1	2	5	224	77	39	8	77.785889	20-343
5	1	1	1	2	6	280	77	17	8	85.601135	0.3
5	1	1	1	2	7	324	77	5	8	58.809067	1
5	1	1	1	2	8	354	77	6	8	46.610683	30
5	1	1	1	2	9	385	77	6	8	86.892082	2
5	1	1	1	2	10	411	77	24	8	61.853310	66.7
5	1	1	1	2	11	457	77	24	8	61.853310	9.64
5	1	1	1	2	12	510	77	24	8	87.519043	6.43
5	1	1	1	2	13	549	77	24	8	63.471275	0.33
5	1	1	1	2	14	596	77	24	8	87.504616	0.50
5	1	1	1	2	15	645	77	6	8	84.707298	0
5	1	1	1	2	16	685	77	6	8	14.349609	0)
5	1	1	1	2	17	701	76	44	9	86.898872	Matches
4	1	1	1	3	0	8	142	737	13	-1	
5	1	1	1	3	1	8	144	29	9	0.000000	Aleks
5	1	1	1	3	2	48	145	26	8	77.870026	Puric
5	1	1	1	3	3	125	142	48	13	11.996422	Fiises
5	1	1	1	3	4	192	145	14	8	58.529900	DF
5	1	1	1	3	5	224	145	38	8	84.382141	22-311
5	1	1	1	3	6	280	145	17	8	74.642365	0.0}
5	1	1	1	3	7	323	145	6	8	91.553223	0
5	1	1	1	3	8	354	145	6	8	78.078369	9
5	1	1	1	3	9	385	145	6	8	51.624481	0
5	1	1	1	3	10	457	145	24	8	55.352364	9.00
5	1	1	1	3	11	510	145	24	8	64.546417	0.00
5	1	1	1	3	12	645	145	6	8	31.222977	0
5	1	1	1	3	13	685	145	6	8	41.299686	|
5	1	1	1	3	14	701	144	44	9	85.217468	Matches
4	1	1	1	4	0	5	161	749	45	-1	
5	1	1	1	4	1	1	157	112	67	23.386627	Soars
5	1	1	1	4	2	190	157	107	67	32.081001	osu
5	1	1	1	4	3	324	157	68	67	47.124039	arm
5	1	1	1	4	4	408	157	68	67	39.796265	meu
5	1	1	1	4	5	509	157	62	67	35.245193	sew
5	1	1	1	4	6	592	157	68	67	35.516075	ome
5	1	1	1	4	7	682	157	72	67	22.375114	sl
