level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	988	784	-1	
2	1	1	0	0	0	15	0	963	783	-1	
3	1	1	1	0	0	16	0	773	22	-1	
4	1	1	1	1	0	16	0	773	22	-1	
5	1	1	1	1	1	16	0	89	18	96.051453	Standard
5	1	1	1	1	2	113	0	50	18	96.578819	Stats
5	1	1	1	1	3	170	5	83	13	96.909119	2025-2026
5	1	1	1	1	4	259	5	86	13	95.419304	Tottenham
5	1	1	1	1	5	352	5	70	17	96.560966	Hotspur:
5	1	1	1	1	6	430	5	64	13	92.878174	Premier
5	1	1	1	1	7	500	5	60	17	84.496651	League
5	1	1	1	1	8	575	0	7	26	40.256622	=
5	1	1	1	1	9	591	8	54	13	45.498863	Glossary
5	1	1	1	1	10	671	8	41	13	34.672859	Toggle
5	1	1	1	1	11	717	8	36	10	91.782028	Per90
5	1	1	1	1	12	758	8	31	10	92.119576	Stats
3	1	1	2	0	0	16	32	962	751	-1	
4	1	1	2	1	0	16	32	962	22	-1	
5	1	1	2	1	1	16	32	962	22	2.520859	a
4	1	1	2	2	0	16	55	962	22	-1	
5	1	1	2	2	1	12	40	52	48	40.477711	[Paver
5	1	1	2	2	2	112	40	84	48	30.137878	Nation
5	1	1	2	2	3	208	40	24	48	55.916199	Pos
5	1	1	2	2	4	248	40	28	48	20.499336	Aas
5	1	1	2	2	5	288	40	8	48	60.059895	|
5	1	1	2	2	6	300	40	16	48	65.767120	HP
5	1	1	2	2	7	324	40	72	48	15.429245	storm
5	1	1	2	2	8	412	40	32	48	39.241299	905]
5	1	1	2	2	9	452	40	16	48	39.241299	Gi
5	1	1	2	2	10	480	40	20	48	30.212318	AR
5	1	1	2	2	11	512	40	24	48	62.631264	GVA
5	1	1	2	2	12	544	40	28	48	31.289688	GPK
5	1	1	2	2	13	584	40	20	48	31.289688	PE
5	1	1	2	2	14	612	40	32	48	0.000000	PAat
5	1	1	2	2	15	656	40	24	48	58.002625	Ca¥
5	1	1	2	2	16	692	40	28	48	57.257050	CdR
5	1	1	2	2	17	732	40	24	48	34.806145	Gs
5	1	1	2	2	18	764	40	24	48	50.539684	Ast
5	1	1	2	2	19	796	40	24	48	50.539684	GHA
5	1	1	2	2	20	832	40	24	48	11.104668	GP
5	1	1	2	2	21	872	40	32	48	42.602768	GHA
5	1	1	2	2	22	924	40	56	48	67.512283	Maths
4	1	1	2	3	0	19	82	950	13	-1	
5	1	1	2	3	1	15	73	38	30	27.589439	Micky
5	1	1	2	3	2	55	84	60	9	27.589439	vandeVen
5	1	1	2	3	3	146	82	47	13	0.000000	SeENED
5	1	1	2	3	4	214	85	14	8	72.776901	DF
5	1	1	2	3	5	246	85	39	8	0.000000	25-025]
5	1	1	2	3	6	304	85	13	8	82.255112	33
5	1	1	2	3	7	348	85	13	8	73.671875	33
5	1	1	2	3	8	373	85	30	10	73.671875	2,861
5	1	1	2	3	9	414	85	24	8	66.569794	318
5	1	1	2	3	10	464	85	6	8	94.766144	4
5	1	1	2	3	11	496	85	4	8	89.479897	1
5	1	1	2	3	12	529	85	6	8	84.073631	5
5	1	1	2	3	13	566	85	7	8	92.519188	4
5	1	1	2	3	14	598	85	5	8	62.295410	O
5	1	1	2	3	15	639	85	5	8	90.684479	0
5	1	1	2	3	16	675	85	5	8	64.392029	8
5	1	1	2	3	17	712	85	41	8	28.357216	1/0.13
5	1	1	2	3	18	764	85	23	8	84.676491	0.03
5	1	1	2	3	19	798	85	24	8	84.676491	0.16
5	1	1	2	3	20	836	85	23	8	73.750015	0.13
5	1	1	2	3	21	892	85	23	8	22.987732	0.16)
5	1	1	2	3	22	925	84	44	9	22.987732	Matches
4	1	1	2	4	0	19	104	950	14	-1	
5	1	1	2	4	1	15	95	59	30	6.180412	Jcualielmo
5	1	1	2	4	2	79	107	36	8	67.911636	Vicario
5	1	1	2	4	3	132	95	8	30	35.039948	©
5	1	1	2	4	4	146	104	43	14	35.039948	MTA
5	1	1	2	4	5	213	107	15	8	32.984146	Gk
5	1	1	2	4	6	246	107	39	8	23.060219	29-219]
5	1	1	2	4	7	304	107	99	10	53.241215	31,312,790
5	1	1	2	4	8	414	107	24	8	33.807281	31.0]
5	1	1	2	4	9	464	107	6	8	91.525734	0
5	1	1	2	4	10	495	107	6	8	55.629608	0
5	1	1	2	4	11	529	107	6	8	86.570892	0
5	1	1	2	4	12	567	107	5	8	86.173706	0
5	1	1	2	4	13	598	107	5	8	73.765182	0
5	1	1	2	4	14	639	107	5	8	86.114075	0
5	1	1	2	4	15	675	107	5	8	82.892975	1
5	1	1	2	4	16	712	107	41	8	0.000000	00.00
5	1	1	2	4	17	764	107	23	8	91.358917	0.00
5	1	1	2	4	18	798	107	24	8	83.679321	0.00
5	1	1	2	4	19	836	107	23	8	26.485107	0.00
5	1	1	2	4	20	892	106	77	9	26.485107	 0.00|Matches
4	1	1	2	5	0	16	118	953	30	-1	
5	1	1	2	5	1	16	118	33	30	94.307968	Pedro
5	1	1	2	5	2	56	130	27	8	91.979431	Porro
5	1	1	2	5	3	146	127	45	14	0.000000	Hiese
5	1	1	2	5	4	214	130	14	8	56.160019	or
5	1	1	2	5	5	246	130	39	8	14.983307	26-243]
5	1	1	2	5	6	304	130	13	8	69.096085	32
5	1	1	2	5	7	348	130	13	8	69.096085	30
5	1	1	2	5	8	373	130	30	10	71.997589	2,616
5	1	1	2	5	9	414	130	23	8	65.218590	28.1)
5	1	1	2	5	10	465	130	4	8	94.432373	1
5	1	1	2	5	11	495	130	6	8	94.432373	2
5	1	1	2	5	12	529	130	6	8	93.091728	3
5	1	1	2	5	13	567	130	5	8	89.218193	1
5	1	1	2	5	14	598	130	5	8	77.739807	0
5	1	1	2	5	15	639	130	5	8	77.739807	0
5	1	1	2	5	16	675	130	5	8	61.789860	9
5	1	1	2	5	17	712	130	41	8	46.415142	0/0.03
5	1	1	2	5	18	764	130	23	8	90.727730	0.07
5	1	1	2	5	19	798	130	24	8	70.635529	0.10
5	1	1	2	5	20	836	130	23	8	25.885773	0.03
5	1	1	2	5	21	892	129	77	9	21.322281	 0.10|Matches
4	1	1	2	6	0	19	146	950	25	-1	
5	1	1	2	6	1	19	146	28	25	36.269260	Died
5	1	1	2	6	2	52	146	41	25	94.988167	Spence
5	1	1	2	6	3	147	150	49	14	37.123131	BENG
5	1	1	2	6	4	205	153	32	10	46.171318	DFMF
5	1	1	2	6	5	246	153	39	8	76.217232	25-278]
5	1	1	2	6	6	304	153	13	8	86.517143	28
5	1	1	2	6	7	348	153	13	8	88.525063	22
5	1	1	2	6	8	373	153	30	10	93.375618	1,943
5	1	1	2	6	9	414	153	24	8	82.686546	216
5	1	1	2	6	10	464	153	6	8	95.605019	0
5	1	1	2	6	11	495	153	6	8	85.093315	0
5	1	1	2	6	12	529	153	6	8	33.182312	0
5	1	1	2	6	13	567	153	5	8	48.016113	oO
5	1	1	2	6	14	598	153	5	8	56.569157	0
5	1	1	2	6	15	639	153	5	8	82.037682	0
5	1	1	2	6	16	674	153	7	8	73.345108	4
5	1	1	2	6	17	712	153	41	8	0.000000	00.00
5	1	1	2	6	18	764	153	23	8	93.976349	0.00
5	1	1	2	6	19	798	153	24	8	93.976349	0.00
5	1	1	2	6	20	836	153	23	8	64.871628	0.00
5	1	1	2	6	21	892	153	23	8	0.000000	—0.00|
5	1	1	2	6	22	925	152	44	9	0.000000	Matches
4	1	1	2	7	0	20	173	949	13	-1	
5	1	1	2	7	1	20	176	40	8	52.209885	Cristian
5	1	1	2	7	2	66	176	42	8	74.288750	Romero
5	1	1	2	7	3	133	164	36	30	0.000000	«SEX
5	1	1	2	7	4	171	176	22	8	0.000000	ARG
5	1	1	2	7	5	214	176	14	8	52.538033	DF
5	1	1	2	7	6	246	176	39	8	0.000000	«28-017|
5	1	1	2	7	7	304	176	13	8	70.555031	23
5	1	1	2	7	8	348	176	13	8	32.757965	22
5	1	1	2	7	9	373	176	30	10	32.757965	1,868
5	1	1	2	7	10	414	176	24	8	73.932114	208|
5	1	1	2	7	11	464	176	6	8	94.290291	4
5	1	1	2	7	12	496	176	4	8	91.658737	1
5	1	1	2	7	13	529	176	6	8	93.380104	5
5	1	1	2	7	14	566	176	7	8	95.281715	4
5	1	1	2	7	15	598	176	5	8	86.732285	0
5	1	1	2	7	16	639	176	5	8	83.043022	0
5	1	1	2	7	17	668	176	12	8	78.955902	11
5	1	1	2	7	18	712	176	41	8	54.225063	2/019
5	1	1	2	7	19	764	176	23	8	85.004585	0.05
5	1	1	2	7	20	798	176	24	8	94.099754	0.24
5	1	1	2	7	21	836	176	23	8	34.800674	0.19
5	1	1	2	7	22	892	175	77	9	34.800674	 0.24|Matches
4	1	1	2	8	0	19	195	950	14	-1	
5	1	1	2	8	1	19	197	18	9	20.290253	Joo
5	1	1	2	8	2	47	197	47	9	79.809364	Palhinha
