level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	974	775	-1	
2	1	1	0	0	0	17	19	952	752	-1	
3	1	1	1	0	0	18	19	702	19	-1	
4	1	1	1	1	0	18	19	702	19	-1	
5	1	1	1	1	1	18	19	90	15	96.840973	Standard
5	1	1	1	1	2	115	19	50	15	96.901901	Stats
5	1	1	1	1	3	172	21	83	13	96.769417	2025-2026
5	1	1	1	1	4	261	21	58	17	96.335770	Bayern
5	1	1	1	1	5	325	21	65	13	96.335770	Munich:
5	1	1	1	1	6	397	21	93	17	95.054634	Bundesliga
5	1	1	1	1	7	521	23	54	13	47.695011	Glossary
5	1	1	1	1	8	602	23	41	13	26.895874	Toggle
5	1	1	1	1	9	648	23	36	10	56.163902	Per90
5	1	1	1	1	10	688	23	32	10	91.798866	Stats
3	1	1	2	0	0	19	48	950	723	-1	
4	1	1	2	1	0	19	48	950	21	-1	
5	1	1	2	1	1	15	44	164	37	43.509018	fo
5	1	1	2	1	2	323	44	78	37	0.000000	avingtime
5	1	1	2	1	3	422	44	195	37	56.935116	[Performance
5	1	1	2	1	4	696	44	93	37	46.108498	Per
5	1	1	2	1	5	792	44	71	37	3.931351	sominutes
4	1	1	2	2	0	19	70	950	22	-1	
5	1	1	2	2	1	15	55	88	48	35.090958	[Paver
5	1	1	2	2	2	143	55	40	48	10.809586	Wetion
5	1	1	2	2	3	195	55	32	48	56.893654	Pos
5	1	1	2	2	4	239	55	32	48	51.179253	Aas
5	1	1	2	2	5	279	55	28	48	69.404175	[HP
5	1	1	2	2	6	315	55	40	48	49.840134	Stns
5	1	1	2	2	7	371	55	20	48	58.775581	in
5	1	1	2	2	8	403	55	32	48	49.091206	S05]
5	1	1	2	2	9	443	55	20	48	42.673477	Gis
5	1	1	2	2	10	471	55	20	48	72.026093	AR
5	1	1	2	2	11	499	55	28	48	68.752258	GHA
5	1	1	2	2	12	535	55	28	48	32.251213	GPK
5	1	1	2	2	13	575	55	16	48	48.539635	PI
5	1	1	2	2	14	603	55	28	48	66.969742	Pat
5	1	1	2	2	15	647	55	24	48	60.014572	Ca¥
5	1	1	2	2	16	683	55	32	48	63.590679	Cdl
5	1	1	2	2	17	727	55	16	48	38.192261	Gls
5	1	1	2	2	18	755	55	24	48	32.318382	Ant
5	1	1	2	2	19	787	55	24	48	41.874905	GYA
5	1	1	2	2	20	823	55	24	48	9.229416	GP
5	1	1	2	2	21	863	55	32	48	25.213776	GVA
5	1	1	2	2	22	915	55	56	48	56.252853	Hath
4	1	1	2	3	0	23	97	937	14	-1	
5	1	1	2	3	1	23	100	20	8	58.898792	wis
5	1	1	2	3	2	48	99	23	9	49.360420	Diaz
5	1	1	2	3	3	138	97	46	14	0.000000	col
5	1	1	2	3	4	205	100	15	8	74.320770	MF
5	1	1	2	3	5	237	100	39	8	0.000000	29-121
5	1	1	2	3	6	295	100	13	8	65.294014	31
5	1	1	2	3	7	339	100	14	8	68.259972	26
5	1	1	2	3	8	364	100	31	10	78.112900	2,357
5	1	1	2	3	9	405	100	24	8	53.462048	262|
5	1	1	2	3	10	449	100	12	8	91.469482	15
5	1	1	2	3	11	480	100	12	8	81.851425	13
5	1	1	2	3	12	513	100	13	8	81.851425	28
5	1	1	2	3	13	552	100	12	8	88.973824	15
5	1	1	2	3	14	589	100	6	8	86.734695	0
5	1	1	2	3	15	630	100	6	8	86.734695	0
5	1	1	2	3	16	666	100	6	8	92.117767	7
5	1	1	2	3	17	704	100	40	8	75.385262	1/057
5	1	1	2	3	18	755	100	24	8	75.461838	0.50
5	1	1	2	3	19	790	100	23	8	73.155258	1.07
5	1	1	2	3	20	827	100	24	8	1.225578	057
5	1	1	2	3	21	883	99	77	9	1.225578	 1.07|Matches
4	1	1	2	4	0	17	115	943	25	-1	
5	1	1	2	4	1	17	115	36	25	77.676674	|Harry
5	1	1	2	4	2	58	115	30	25	59.525341	Kane
5	1	1	2	4	3	139	120	48	14	17.029144	FENG
5	1	1	2	4	4	195	123	35	10	51.577431	FWMF
5	1	1	2	4	5	237	123	39	8	79.689857	32-290]
5	1	1	2	4	6	295	123	13	8	73.354744	30
5	1	1	2	4	7	339	123	14	8	88.141182	24
5	1	1	2	4	8	364	123	31	10	93.332924	2,287
5	1	1	2	4	9	405	123	24	8	64.958160	25.4]
5	1	1	2	4	10	448	123	13	8	51.981663	33
5	1	1	2	4	11	486	123	6	8	88.230904	5
5	1	1	2	4	12	513	123	13	8	93.867485	38
5	1	1	2	4	13	551	123	13	8	95.611908	23
5	1	1	2	4	14	583	123	12	8	94.838470	10
5	1	1	2	4	15	624	123	12	8	91.176514	11
5	1	1	2	4	16	667	123	5	8	79.560654	1
5	1	1	2	4	17	703	123	41	8	51.469070	0/1.30
5	1	1	2	4	18	755	123	24	8	94.193024	0.20
5	1	1	2	4	19	790	123	23	8	90.360046	1.50
5	1	1	2	4	20	827	123	24	8	23.688568	0.91
5	1	1	2	4	21	883	122	77	9	23.688568	 1.10|Matches
4	1	1	2	5	0	23	143	937	13	-1	
5	1	1	2	5	1	23	146	24	8	56.669212	Leon
5	1	1	2	5	2	53	145	48	9	56.669212	Goretzke
5	1	1	2	5	3	138	143	47	13	30.071930	 MMGER
5	1	1	2	5	4	205	146	15	8	92.362968	MF
5	1	1	2	5	5	237	146	39	8	39.940407	31.097|
5	1	1	2	5	6	295	146	13	8	76.965919	30
5	1	1	2	5	7	339	146	14	8	76.965919	24
5	1	1	2	5	8	364	146	31	10	73.801956	1,865
5	1	1	2	5	9	405	146	24	8	73.801956	207/
5	1	1	2	5	10	455	146	6	8	92.604607	5
5	1	1	2	5	11	486	146	6	8	93.842079	2
5	1	1	2	5	12	520	146	6	8	93.800056	7
5	1	1	2	5	13	558	146	6	8	61.558983	5
5	1	1	2	5	14	589	146	6	8	93.098991	0
5	1	1	2	5	15	630	146	6	8	91.741890	0
5	1	1	2	5	16	666	146	6	8	74.744720	4
5	1	1	2	5	17	703	146	41	8	37.185532	00.24
5	1	1	2	5	18	755	146	24	8	53.894630	0.10
5	1	1	2	5	19	789	146	24	8	70.518738	0.34
5	1	1	2	5	20	827	146	24	8	53.920860	0.24
