level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	854	715	-1	
2	1	1	0	0	0	16	7	800	695	-1	
3	1	1	1	0	0	18	7	743	19	-1	
4	1	1	1	1	0	18	7	743	19	-1	
5	1	1	1	1	1	18	7	142	15	96.323273	Miscellaneous
5	1	1	1	1	2	167	7	50	15	96.563301	Stats
5	1	1	1	1	3	223	9	83	13	96.944725	2025-2026
5	1	1	1	1	4	313	9	82	17	96.873718	Liverpool:
5	1	1	1	1	5	402	9	65	13	94.194832	Premier
5	1	1	1	1	6	472	9	60	17	86.709076	League
5	1	1	1	1	7	563	11	54	13	53.671246	Glossary
5	1	1	1	1	8	628	3	12	27	0.000000	—_
5	1	1	1	1	9	644	11	40	13	10.754593	Toggle
5	1	1	1	1	10	690	11	36	10	89.198936	Per90
5	1	1	1	1	11	730	11	31	10	95.397362	Stats
3	1	1	2	0	0	17	48	799	619	-1	
4	1	1	2	1	0	21	48	795	37	-1	
5	1	1	2	1	1	21	48	39	37	90.514763	Player
5	1	1	2	1	2	149	65	39	8	65.043434	Nation
5	1	1	2	1	3	208	65	21	8	48.144455	Pos
5	1	1	2	1	4	251	65	23	10	66.761940	Age
5	1	1	2	1	5	293	65	22	8	69.922806	90s
5	1	1	2	1	6	325	64	29	9	36.706501	|crd¥
5	1	1	2	1	7	362	64	30	9	0.000000	Grim
5	1	1	2	1	8	399	64	36	9	36.343788	aGrd¥
5	1	1	2	1	9	446	64	17	9	68.739723	Fis
5	1	1	2	1	10	477	64	17	9	28.959808	Fld
5	1	1	2	1	11	507	64	19	9	52.031288	Off
5	1	1	2	1	12	537	65	20	8	55.784622	crs
5	1	1	2	1	13	569	65	19	8	55.784622	_Int
5	1	1	2	1	14	597	64	31	9	77.923294	TKIW
5	1	1	2	1	15	636	65	41	8	77.923294	PKwon
5	1	1	2	1	16	686	65	37	8	36.924164	PKcon_
5	1	1	2	1	17	734	65	17	8	36.924164	06
5	1	1	2	1	18	760	58	56	22	67.244255	[Matches|
4	1	1	2	2	0	16	83	792	21	-1	
5	1	1	2	2	1	16	83	4	21	40.562706	|
5	1	1	2	2	2	23	83	25	21	40.562706	Virgil
5	1	1	2	2	3	56	90	16	6	93.724098	van
5	1	1	2	2	4	77	83	21	21	83.256912	Dijk
5	1	1	2	2	5	144	85	47	14	0.000000	TSENED
5	1	1	2	2	6	212	88	14	8	75.020638	DF
