level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1616	813	-1	
2	1	1	0	0	0	21	0	1567	776	-1	
3	1	1	1	0	0	24	0	1564	272	-1	
4	1	1	1	1	0	39	0	1549	37	-1	
5	1	1	1	1	1	39	0	37	37	78.979858	ate
5	1	1	1	1	2	1330	11	36	9	0.000000	Hiateh
5	1	1	1	1	3	1371	12	41	10	70.716614	Report
5	1	1	1	1	4	1557	12	31	8	64.457245	Note
4	1	1	1	2	0	25	33	1378	11	-1	
5	1	1	1	2	1	25	34	65	8	54.833393	2026-01-25]
5	1	1	1	2	2	99	34	31	8	54.833393	14:00
5	1	1	1	2	3	141	33	41	11	95.036110	(07:00)
5	1	1	1	2	4	189	29	13	21	90.986649	La
5	1	1	1	2	5	206	29	23	21	89.746658	Liga
5	1	1	1	2	6	317	33	60	9	92.505867	Matchweek
5	1	1	1	2	7	382	34	12	8	86.779060	21
5	1	1	1	2	8	463	34	20	8	71.145111	‘Sun
5	1	1	1	2	9	495	34	30	8	92.725975	Home
5	1	1	1	2	10	555	34	12	8	91.562363	w
5	1	1	1	2	11	606	34	5	8	96.891029	3
5	1	1	1	2	12	638	34	5	8	89.454643	0
5	1	1	1	2	13	652	33	44	9	91.379341	Mallorca
5	1	1	1	2	14	798	34	12	8	96.423698	61
5	1	1	1	2	15	858	34	37	10	82.711151	55,028
5	1	1	1	2	16	903	34	18	8	93.184006	Jan
5	1	1	1	2	17	926	33	31	9	91.046181	Oblak
5	1	1	1	2	18	1020	34	30	8	44.894939	4-4-2
5	1	1	1	2	19	1091	34	30	8	89.924316	4-4-2
5	1	1	1	2	20	1189	34	24	8	87.365097	Jose
5	1	1	1	2	21	1218	34	28	8	93.301765	Maria
5	1	1	1	2	22	1252	33	45	9	31.465164	Saénchez
5	1	1	1	2	23	1330	33	31	9	96.135864	Match
5	1	1	1	2	24	1367	34	36	10	95.930962	Report
4	1	1	1	3	0	25	47	1378	26	-1	
5	1	1	1	3	1	25	57	65	8	0.000000	2026-01-28]
5	1	1	1	3	2	98	57	32	8	0.000000	21:00
5	1	1	1	3	3	141	56	41	11	93.519661	(14:00)
5	1	1	1	3	4	190	56	78	11	96.375778	Champions
5	1	1	1	3	5	257	47	16	26	77.926514	La
5	1	1	1	3	6	312	47	44	26	86.828682	League
5	1	1	1	3	7	361	47	34	26	95.787750	phase
5	1	1	1	3	8	463	56	22	9	96.228821	Wed
5	1	1	1	3	9	495	57	30	8	60.071938	Home
5	1	1	1	3	10	539	47	9	26	24.314964	=
5	1	1	1	3	11	558	57	6	8	24.314964	L
5	1	1	1	3	12	606	57	5	8	58.623627	1
5	1	1	1	3	13	638	57	5	8	58.623627	2
5	1	1	1	3	14	651	47	16	26	69.538345	HE
5	1	1	1	3	15	676	56	61	9	71.318451	Bodo/Glimt
5	1	1	1	3	16	798	57	13	8	94.491646	65
5	1	1	1	3	17	858	57	37	10	89.993233	58,910
5	1	1	1	3	18	903	56	27	11	84.150970	Koke
5	1	1	1	3	19	1020	57	30	8	87.962349	4-4-2
5	1	1	1	3	20	1091	57	30	8	80.876846	43-3
5	1	1	1	3	21	1190	57	45	8	89.727173	Maurizio
5	1	1	1	3	22	1240	57	38	8	94.962639	Mariani
5	1	1	1	3	23	1330	56	31	9	70.528809	Match
