level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1029	335	-1	
2	1	1	0	0	0	5	14	951	313	-1	
3	1	1	1	0	0	5	14	951	279	-1	
4	1	1	1	1	0	5	14	951	39	-1	
5	1	1	1	1	1	5	14	43	39	79.828842	Payer
5	1	1	1	1	2	130	32	39	8	80.230988	Nation
5	1	1	1	1	3	189	32	21	8	64.687744	Pos
5	1	1	1	1	4	232	32	23	10	64.687744	Age
5	1	1	1	1	5	275	32	18	8	85.393005	[MP
5	1	1	1	1	6	303	32	37	8	89.775459	Starts
5	1	1	1	1	7	354	32	21	8	48.737698	Min
5	1	1	1	1	8	392	32	22	8	41.577606	90s|
5	1	1	1	1	9	427	31	19	9	41.577606	Gls
5	1	1	1	1	10	457	32	21	8	87.745422	Ast
5	1	1	1	1	11	487	32	27	8	45.921707	G+A
5	1	1	1	1	12	521	32	31	8	45.921707	G-PK
5	1	1	1	1	13	563	32	16	8	85.050964	PK
5	1	1	1	1	14	590	32	34	8	82.999725	PKatt
5	1	1	1	1	15	630	31	30	9	15.879860	GY
5	1	1	1	1	16	667	31	30	9	0.000000	Crdf]|
5	1	1	1	1	17	709	31	19	9	65.910110	Gl
5	1	1	1	1	18	742	32	21	8	54.034634	Ast
5	1	1	1	1	19	774	32	27	8	67.433357	G+A
5	1	1	1	1	20	808	32	31	8	79.490585	G-PK
5	1	1	1	1	21	847	13	53	39	26.316460	GrA-PK|
5	1	1	1	1	22	902	13	56	39	26.316460	Matches
4	1	1	1	2	0	10	47	937	19	-1	
5	1	1	1	2	1	10	54	29	9	0.000000	Elin
5	1	1	1	2	2	45	55	40	8	0.000000	Osmani
5	1	1	1	2	3	113	43	11	30	35.893875	«
5	1	1	1	2	4	125	47	138	19	18.403030	MMMNIGER
5	1	1	1	2	5	191	43	18	30	87.089966	MF
5	1	1	1	2	6	221	47	42	19	58.939255	16-360]
5	1	1	1	2	7	290	55	5	8	65.317947	1
5	1	1	1	2	8	328	47	15	16	65.317947	0
5	1	1	1	2	9	368	47	16	16	86.620041	4
5	1	1	1	2	10	399	55	17	8	85.089905	00/
5	1	1	1	2	11	443	55	5	8	94.788628	0
5	1	1	1	2	12	468	47	15	16	87.583031	0
5	1	1	1	2	13	501	47	15	16	87.930168	0
5	1	1	1	2	14	538	47	16	16	87.590385	0
5	1	1	1	2	15	571	47	13	16	61.683369	©
5	1	1	1	2	16	608	47	16	16	83.189514	0
5	1	1	1	2	17	646	47	13	16	67.498230	0
5	1	1	1	2	18	690	55	41	8	0.000000	0/0.00
5	1	1	1	2	19	738	43	31	30	71.761734	0.00
5	1	1	1	2	20	776	43	28	30	75.288712	0.00
5	1	1	1	2	21	811	43	30	30	65.123428	0.00
5	1	1	1	2	22	870	54	77	9	1.771576	 0.00|Matches
4	1	1	1	3	0	5	71	942	22	-1	
5	1	1	1	3	1	5	71	83	22	44.793633	|cosimoxals
5	1	1	1	3	2	108	59	11	38	18.294144	©
5	1	1	1	3	3	125	75	47	14	0.000000	RRGER
5	1	1	1	3	4	192	78	14	8	24.028549	oF
5	1	1	1	3	5	225	71	44	22	56.524902	17423]
5	1	1	1	3	6	290	78	5	8	51.872478	1
5	1	1	1	3	7	333	78	6	8	51.872478	0
5	1	1	1	3	8	376	78	5	8	50.239826	1
5	1	1	1	3	9	399	71	23	22	63.136581	00]
5	1	1	1	3	10	442	78	6	8	83.409340	0
5	1	1	1	3	11	473	78	6	8	83.409340	0
5	1	1	1	3	12	507	78	6	8	88.658524	0
5	1	1	1	3	13	545	78	6	8	91.509697	0
5	1	1	1	3	14	576	78	6	8	82.931854	0
5	1	1	1	3	15	617	78	6	8	84.008110	0
5	1	1	1	3	16	653	78	6	8	71.610046	0
5	1	1	1	3	17	690	71	41	22	0.000000	{000
5	1	1	1	3	18	742	78	23	8	58.090710	0.00
5	1	1	1	3	19	776	78	24	8	59.668465	0.00
5	1	1	1	3	20	814	78	24	8	39.416618	0.00
5	1	1	1	3	21	870	71	77	22	0.000000	0.00]1Hatcnes
4	1	1	1	4	0	5	94	942	21	-1	
5	1	1	1	4	1	5	94	44	21	0.000000	|eosion
5	1	1	1	4	2	54	101	42	8	20.740036	sssome
5	1	1	1	4	3	125	98	47	13	0.000000	MMcer
5	1	1	1	4	4	192	101	14	8	84.382095	oF
5	1	1	1	4	5	225	94	44	21	6.118538	161z1|
5	1	1	1	4	6	289	101	6	8	76.936249	0
5	1	1	1	4	7	333	101	6	8	75.181580	0
5	1	1	1	4	8	420	94	2	21	95.261993	|
5	1	1	1	4	9	699	94	2	21	95.126427	|
5	1	1	1	4	10	897	94	2	21	59.630669	|
5	1	1	1	4	11	903	94	44	21	59.630669	matches
4	1	1	1	5	0	5	116	942	22	-1	
5	1	1	1	5	1	5	116	67	22	0.000000	foaonissai
5	1	1	1	5	2	95	104	17	38	16.681633	—
5	1	1	1	5	3	125	120	47	14	0.000000	RRGER
5	1	1	1	5	4	192	123	15	8	17.789680	ck
5	1	1	1	5	5	225	116	44	22	0.000000	tesz4]
5	1	1	1	5	6	289	123	6	8	46.594128	0
5	1	1	1	5	7	333	123	6	8	35.747772	0
5	1	1	1	5	8	420	116	2	22	90.010498	|
5	1	1	1	5	9	699	116	2	22	90.010498	|
5	1	1	1	5	10	897	116	2	22	58.844887	|
5	1	1	1	5	11	903	122	44	9	45.049171	matches
4	1	1	1	6	0	5	139	942	22	-1	
5	1	1	1	6	1	5	139	97	22	0.000000	[boverremanéer
5	1	1	1	6	2	125	143	45	14	41.088745	Hess
5	1	1	1	6	3	192	146	15	8	62.239544	me
5	1	1	1	6	4	225	139	44	22	0.000000	tot67]
5	1	1	1	6	5	289	146	6	8	61.932732	0
5	1	1	1	6	6	333	146	6	8	61.932732	0
5	1	1	1	6	7	420	139	2	22	90.010498	|
5	1	1	1	6	8	699	139	2	22	90.010498	|
5	1	1	1	6	9	897	139	2	22	64.186165	|
5	1	1	1	6	10	903	145	44	9	43.517326	atches
4	1	1	1	7	0	5	162	942	22	-1	
5	1	1	1	7	1	5	162	70	22	13.897011	[lconkana:
5	1	1	1	7	2	99	150	16	38	4.611694	—
5	1	1	1	7	3	125	166	47	14	0.000000	RBRGER
5	1	1	1	7	4	192	169	15	8	68.113449	ck
5	1	1	1	7	5	225	162	44	22	30.207756	12074]
5	1	1	1	7	6	289	169	6	8	49.502563	0
5	1	1	1	7	7	333	169	6	8	49.410706	0
5	1	1	1	7	8	420	162	2	22	90.010498	|
5	1	1	1	7	9	699	162	2	22	90.010498	|
5	1	1	1	7	10	897	162	2	22	64.186165	|
5	1	1	1	7	11	903	168	44	9	43.517326	atches
4	1	1	1	8	0	5	181	942	31	-1	
5	1	1	1	8	1	5	181	28	31	0.000000	|titie
5	1	1	1	8	2	39	181	27	31	50.227898	pavie
5	1	1	1	8	3	125	189	47	13	0.000000	MBcce
5	1	1	1	8	4	192	192	15	8	73.684067	mr
5	1	1	1	8	5	225	185	44	21	26.639465	611s]
5	1	1	1	8	6	289	192	6	8	82.485840	0
5	1	1	1	8	7	333	192	6	8	63.083321	0
5	1	1	1	8	8	420	185	2	21	93.366325	|
5	1	1	1	8	9	699	185	2	21	93.366325	|
5	1	1	1	8	10	897	185	2	21	90.778114	|
5	1	1	1	8	11	903	191	44	9	90.778114	matches
4	1	1	1	9	0	5	207	942	22	-1	
5	1	1	1	9	1	5	207	47	22	0.000000	|Lconan
5	1	1	1	9	2	58	214	44	8	57.459846	prescott
5	1	1	1	9	3	125	211	47	14	39.064503	MERGER
5	1	1	1	9	4	192	214	15	8	69.674812	ck
5	1	1	1	9	5	225	207	44	22	86.044998	16233]
5	1	1	1	9	6	289	214	6	8	55.130936	0
5	1	1	1	9	7	333	214	6	8	51.155972	0
5	1	1	1	9	8	420	207	2	22	90.010498	|
5	1	1	1	9	9	699	207	2	22	90.010498	|
5	1	1	1	9	10	897	207	2	22	58.844887	|
5	1	1	1	9	11	903	213	44	9	45.049171	matches
4	1	1	1	10	0	9	234	938	14	-1	
5	1	1	1	10	1	9	236	31	9	5.703323	Guido
5	1	1	1	10	2	46	237	36	8	5.703323	Revere
5	1	1	1	10	3	125	234	82	14	0.000000	—BLTAowr
5	1	1	1	10	4	225	237	38	8	0.000000	se-aaa]
5	1	1	1	10	5	289	237	6	8	67.842621	0
5	1	1	1	10	6	333	237	6	8	67.842621	0
5	1	1	1	10	7	903	236	44	9	81.272972	Matches
4	1	1	1	11	0	5	249	889	29	-1	
