level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	985	872	-1	
2	1	1	0	0	0	4	8	961	864	-1	
3	1	1	1	0	0	4	8	961	864	-1	
4	1	1	1	1	0	14	8	770	19	-1	
5	1	1	1	1	1	14	8	90	15	96.494186	Standard
5	1	1	1	1	2	111	8	50	15	96.686424	Stats
5	1	1	1	1	3	168	10	83	13	96.477814	2025-2026
5	1	1	1	1	4	257	10	97	13	96.937202	Manchester
5	1	1	1	1	5	360	10	57	13	96.999428	United:
5	1	1	1	1	6	425	10	64	13	96.439957	Premier
5	1	1	1	1	7	495	10	59	17	87.012039	League
5	1	1	1	1	8	570	4	7	27	31.002846	=
5	1	1	1	1	9	585	12	54	13	41.462624	Glossary
5	1	1	1	1	10	666	12	41	13	38.091553	Toggle
5	1	1	1	1	11	712	12	36	10	87.184601	Per90
5	1	1	1	1	12	753	12	31	10	96.321869	Stats
4	1	1	1	2	0	15	37	950	21	-1	
5	1	1	1	2	1	15	22	399	46	33.675049	[ne
5	1	1	1	2	2	428	22	250	46	0.000000	[pees
5	1	1	1	2	3	773	22	192	46	34.899628	soe
4	1	1	1	3	0	15	59	950	22	-1	
5	1	1	1	3	1	11	44	52	48	53.525589	[Paver
5	1	1	1	3	2	107	44	76	48	36.062771	Nation
5	1	1	1	3	3	195	44	24	48	53.661804	Fos
5	1	1	1	3	4	235	44	28	48	21.015350	Aas
5	1	1	1	3	5	275	44	28	48	67.490227	[HP
5	1	1	1	3	6	311	44	36	48	0.000000	Stor
5	1	1	1	3	7	367	44	20	48	50.228500	in
5	1	1	1	3	8	399	44	32	48	47.191376	905]
5	1	1	1	3	9	439	44	16	48	33.013626	Gi
5	1	1	1	3	10	467	44	20	48	39.969940	AR
5	1	1	1	3	11	495	44	28	48	49.649452	GVA
5	1	1	1	3	12	531	44	28	48	14.074844	GPK
5	1	1	1	3	13	571	44	60	48	0.000000	PPAR
5	1	1	1	3	14	643	44	24	48	67.166412	Ca¥
5	1	1	1	3	15	679	44	28	48	37.407707	CdR
5	1	1	1	3	16	719	44	24	48	52.742905	Gla
5	1	1	1	3	17	751	44	24	48	47.468544	Ast
5	1	1	1	3	18	783	44	24	48	47.468544	GHA
5	1	1	1	3	19	819	44	24	48	67.816422	G-P
5	1	1	1	3	20	859	44	32	48	24.862999	GHA
5	1	1	1	3	21	911	44	56	48	45.379143	Maths
4	1	1	1	4	0	14	77	941	30	-1	
5	1	1	1	4	1	14	77	29	30	49.513908	Luke
5	1	1	1	4	2	49	88	28	9	96.678154	Shaw
5	1	1	1	4	3	134	86	49	14	0.000000	PENG
5	1	1	1	4	4	201	89	14	8	78.621422	DF
5	1	1	1	4	5	233	89	39	8	62.328133	30-306]
5	1	1	1	4	6	291	89	13	8	87.233856	36
5	1	1	1	4	7	335	89	13	8	86.129028	35
5	1	1	1	4	8	360	89	30	10	73.744675	3048
5	1	1	1	4	9	401	89	23	8	36.937569	339]
5	1	1	1	4	10	451	89	5	8	95.690521	0
5	1	1	1	4	11	482	89	5	8	85.062828	1
5	1	1	1	4	12	516	89	5	8	81.373001	1
5	1	1	1	4	13	554	89	5	8	89.843704	0
5	1	1	1	4	14	585	89	5	8	69.490875	0
5	1	1	1	4	15	626	89	5	8	78.658577	0
5	1	1	1	4	16	662	89	5	8	58.455280	8
5	1	1	1	4	17	699	89	41	8	9.145973	 0/0.00
5	1	1	1	4	18	750	89	24	8	49.050842	0.03
5	1	1	1	4	19	785	89	23	8	87.377174	0.03
5	1	1	1	4	20	823	89	23	8	56.988541	0.00
5	1	1	1	4	21	878	88	77	9	15.739120	 0.03|Matches
4	1	1	1	5	0	17	177	938	14	-1	
5	1	1	1	5	1	17	179	83	11	65.989395	lSrvanMbeumo
5	1	1	1	5	2	133	177	49	14	0.000000	-MILCMR
5	1	1	1	5	3	191	180	34	10	0.000000	MFFW
5	1	1	1	5	4	233	180	39	8	49.675552	26-280]
5	1	1	1	5	5	291	180	12	8	81.063614	31
5	1	1	1	5	6	335	180	13	8	82.910339	29
5	1	1	1	5	7	360	180	30	10	82.088524	2,457
5	1	1	1	5	8	401	180	23	8	0.000000	273
5	1	1	1	5	9	451	180	5	8	93.488930	9
5	1	1	1	5	10	482	180	5	8	94.769249	3
5	1	1	1	5	11	509	180	12	8	94.038940	12
5	1	1	1	5	12	553	180	6	8	79.089806	9
5	1	1	1	5	13	585	180	5	8	90.066124	0
5	1	1	1	5	14	626	180	5	8	88.770844	0
5	1	1	1	5	15	661	180	7	8	87.440628	4
5	1	1	1	5	16	699	180	41	8	0.000000	010.33
5	1	1	1	5	17	750	180	23	8	75.711212	0.11
5	1	1	1	5	18	785	180	24	8	89.123672	0.44
5	1	1	1	5	19	823	180	23	8	42.712578	0.33
